source_entity_ref,feature,missing_rate,outlier_rate,schema_valid,row_count,timestamp
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0294,0.0033,true,27578,2026-05-17T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0273,0.0012,true,13911,2026-05-17T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0343,0.005,true,47377,2026-05-17T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.023,0.0056,true,13926,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0251,0.0036,true,46449,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0365,0.0058,true,32412,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.031,0.0059,true,14906,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0354,0.0074,true,33397,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0346,0.006,true,23062,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0333,0.0071,true,37679,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0278,0.0062,true,30545,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0335,0.0029,true,37735,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0261,0.0046,true,43805,2026-05-20T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0322,0.0069,true,31049,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0242,0.0051,true,33286,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0199,0.0107,true,22804,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0298,0.0031,true,42869,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0302,0.003,true,9929,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0275,0.0009,true,45811,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0248,0.003,true,22263,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0358,0.0077,true,34733,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0317,0.0053,true,11757,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0281,0.0055,true,6891,2026-05-23T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0276,0.0031,true,13861,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0394,0.0064,true,35314,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0295,0.0024,true,48077,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0343,0.0083,true,38429,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0332,0.0034,true,49483,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0319,0.0055,true,31349,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0372,0.0033,true,42533,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0262,0.0024,true,27623,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0272,0.0042,true,43903,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0276,0.0057,false,25582,2026-05-26T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0242,0.0059,true,32263,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0204,0.0084,true,36762,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0257,0.0085,false,14209,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0279,0.0058,true,27630,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0252,0.0048,true,30624,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0228,0.0054,true,31747,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0288,0.0065,true,10581,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.035,0.0061,true,41026,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0287,0.0065,true,21037,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0375,0.0073,true,40784,2026-05-29T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0357,0.0038,true,24647,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0308,0.0072,true,40323,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0317,0.0102,true,9811,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0241,0.0091,true,38272,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0274,0.0052,true,39005,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0306,0.0113,true,12413,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0403,0.0051,true,16030,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0216,0.0039,true,22358,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0244,0.0059,true,15488,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0358,0.0047,true,10299,2026-06-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0355,0.0046,true,8759,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0376,0.0046,true,42464,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0238,0.0041,true,24514,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0273,0.0032,true,22270,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0317,0.0026,true,27175,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.028,0.0056,true,46400,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0337,0.004,true,24412,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0275,0.0029,true,42614,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0377,0.0051,true,9275,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0327,0.0035,true,7319,2026-06-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0257,0.0039,true,40746,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0292,0.0062,true,21833,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0327,0.0029,true,46808,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0276,0.0026,true,30165,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0235,0.0027,true,41105,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0322,0.0061,true,49082,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0263,0.0028,true,11183,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0284,0.0058,true,20228,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0373,0.0047,true,11494,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0278,0.0022,true,31046,2026-06-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0241,0.004,true,21342,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0252,0.0064,true,38977,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.027,0.0007,true,38435,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0289,0.0061,true,49472,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0347,0.007,true,34887,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0256,0.0045,true,16816,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0301,0.0029,true,34522,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0272,0.0053,true,33341,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0288,0.0021,true,21989,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0282,0.0074,true,21019,2026-06-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0236,0.0052,true,27575,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0308,0.0058,true,21774,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0255,0.0045,true,16516,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0204,0.0034,true,32179,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0252,0.0044,true,22049,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0271,0.0045,true,21773,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0206,0.007,true,49135,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0184,0.0046,true,38025,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0321,0.0062,true,18929,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0311,0.0074,true,11652,2026-06-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0339,0.0034,true,42314,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0229,0.0057,true,45067,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0293,0.0078,true,24499,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0402,0.0049,true,36102,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0256,0.0051,true,8536,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0292,0.0031,true,17355,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.033,0.0041,true,41218,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0297,0.0043,true,49763,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0344,0.005,true,28556,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0346,0.005,true,38199,2026-06-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0302,0.0064,true,44410,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0326,0.0016,true,11321,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0289,0.0028,true,42099,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0317,0.0008,true,19865,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0345,0.0047,true,36499,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.026,0.0063,true,48101,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0326,0.004,true,6660,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.031,0.0039,true,48327,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0258,0.0044,true,46322,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0248,0.0053,true,24655,2026-06-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.03,0.0021,true,30274,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0317,0.0018,true,27570,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0252,0.0046,true,14552,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0295,0.0043,true,41045,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0416,0.008,true,15128,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0296,0.0075,true,16411,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0241,0.0057,true,39900,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0339,0.01,true,38799,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0348,0.0042,true,24064,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0297,0.004,true,23781,2026-06-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0273,0.0046,true,29893,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0257,0.0069,true,6714,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0319,0.0048,true,42875,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0257,0.0017,true,15546,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0325,0.0059,false,31834,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0249,0.0013,true,9604,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0304,0,false,46047,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.029,0.0062,true,33233,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0314,0.0001,true,32813,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0298,0.0095,true,33642,2026-06-25T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0193,0.0084,true,20601,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0349,0.0033,true,33542,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0397,0.0042,true,37272,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0322,0.0055,true,21752,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0278,0.0035,true,29906,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0229,0.0064,true,7414,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0381,0.007,true,43944,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0377,0.0048,true,49451,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0318,0.0009,true,23248,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.031,0.0059,true,8404,2026-06-28T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0311,0.0049,true,10704,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0374,0.0067,true,18112,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.036,0.0051,true,48353,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0272,0.0061,true,5298,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0347,0.0058,true,24485,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0208,0.0017,true,42013,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0307,0.001,true,32654,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0344,0.0036,true,29534,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.033,0.0059,true,6648,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0389,0.0051,true,16343,2026-07-01T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.037,0.0022,true,24458,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0308,0.0053,true,33994,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0362,0.0033,true,19384,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0218,0.0095,true,29628,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.031,0.0053,true,11742,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0198,0.0035,true,12330,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0437,0.0045,true,49345,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0317,0.0026,true,36984,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0276,0.0061,true,24442,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.031,0.0045,true,7555,2026-07-04T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0232,0.0045,true,29193,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0331,0.0031,true,21206,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0316,0.0035,true,42423,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0282,0.0073,true,22961,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0287,0.0039,true,29175,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0192,0.0014,true,17188,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.024,0.0063,true,8419,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0255,0.0073,true,29601,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0333,0.0023,true,45367,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0316,0.0041,true,9677,2026-07-07T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0275,0.0036,true,7011,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0274,0.0072,true,25533,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0297,0.0084,true,8244,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.033,0.0059,true,9475,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0372,0.0052,true,11742,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0329,0.0013,true,40642,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0345,0.0049,true,46486,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0346,0.0058,true,46914,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0248,0.0062,true,45622,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0266,0.0063,true,43183,2026-07-10T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0246,0.0046,true,23504,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0275,0.0068,true,45101,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0261,0.0076,true,16796,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0413,0.0032,true,44354,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0348,0.0035,true,5545,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0335,0.0047,true,10613,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0308,0.0035,true,31134,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0326,0.0045,true,6908,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0316,0.0051,true,40640,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0347,0.0037,true,8358,2026-07-13T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0233,0.0025,true,49822,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0337,0.0073,true,17175,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0299,0.0042,true,7631,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0275,0.0034,true,19013,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0291,0.0007,true,32856,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0272,0.0082,true,20333,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0288,0.0039,true,20978,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0301,0.0023,true,44538,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0337,0.0036,true,39558,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0227,0.0014,true,11523,2026-07-16T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0327,0.0055,false,48268,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0269,0.0053,true,10985,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0196,0.0045,true,36553,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0307,0.0057,true,48643,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0341,0.0077,true,34488,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0314,0.0066,true,17201,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.026,0.0079,true,26469,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0305,0.0068,true,12117,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0283,0.005,true,5774,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0245,0.0056,true,17271,2026-07-19T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,site_capacity,0.0291,0.0021,true,13590,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,protocol_complexity,0.0255,0.0032,true,18237,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,disease_prevalence,0.0358,0.0041,true,18807,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,competition_score,0.0269,0.0066,true,49376,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,pi_experience,0.0378,0.0038,true,38774,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,geo_distance,0.0384,0.0026,true,6087,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,insurance_coverage,0.0208,0.0056,true,14152,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,demographics_match,0.0369,0.0092,true,5961,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,referral_network,0.0288,0.0079,true,36688,2026-07-22T14:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,seasonal_factor,0.0241,0.0065,true,47891,2026-07-22T14:00:00Z
