source_entity_ref,cohort_name,cohort_dim,metric_name,value,sample_size,timestamp
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.8853,3538,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.8627,4143,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.8413,3632,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.8643,1320,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.8577,1084,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.8993,2470,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.9185,3007,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.8716,2143,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.8231,1931,2026-06-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.8231,4555,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.8151,1037,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.821,2877,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.8086,2807,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.8583,3841,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.912,2706,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.8662,2634,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.8937,1429,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.9076,1657,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.8867,1300,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.8292,2542,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.8688,158,2026-06-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.9023,4274,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.8173,1829,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.8563,2042,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.8574,2147,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.9105,2876,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.8936,2913,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.9113,2701,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.8971,4311,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.9284,522,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.8707,1792,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.8404,4028,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.8877,4997,2026-06-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.8411,454,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.8769,1509,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.9083,1557,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.8615,2423,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.8213,3395,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.8731,580,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.7922,3463,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.863,3600,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.8026,1448,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.8719,616,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.798,970,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.8577,2622,2026-06-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.8949,4123,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.8714,2651,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.8537,2436,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.8586,3448,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.8365,4244,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.794,478,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.8544,1876,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.8369,4703,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.8664,1863,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.8357,968,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.8375,743,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.8081,3168,2026-06-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.797,1103,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.7849,2910,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.8661,4960,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.8383,2542,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.874,4080,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.8486,993,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.8654,2443,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.8421,2945,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.7952,1992,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.871,4199,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.7808,2605,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.8758,3822,2026-07-01T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.8478,2208,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.8468,3132,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.8622,3925,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.7912,2970,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.8553,1304,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.8147,816,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.8167,185,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.856,1698,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.8019,3365,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.7834,2513,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.8378,2991,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.7948,2694,2026-07-07T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.8279,3634,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.7812,2850,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.8395,493,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.784,3881,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.8693,4974,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.862,1393,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.8118,3202,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.7562,2783,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.8357,2303,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.7816,2607,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.8869,1893,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.8724,2013,2026-07-13T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.8557,240,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.772,1003,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.8469,2100,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.7844,4510,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.8203,4317,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.7861,3414,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.8208,2359,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.8495,2063,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.8679,806,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.7854,217,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.7874,3382,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.7603,2293,2026-07-19T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,18-30,age_group,accuracy,0.8514,3483,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,31-45,age_group,accuracy,0.8381,2185,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,46-60,age_group,accuracy,0.7695,3219,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,61-75,age_group,accuracy,0.8385,641,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,75+,age_group,accuracy,0.8401,214,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Female,sex,accuracy,0.8148,466,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Male,sex,accuracy,0.8619,1810,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Other,sex,accuracy,0.8316,834,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Commercial,insurance,accuracy,0.8526,869,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicare,insurance,accuracy,0.8212,2207,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Medicaid,insurance,accuracy,0.7566,2603,2026-07-25T16:00:00Z
mlflow://experiment-2/adverse-drug-event-detector,Self-pay,insurance,accuracy,0.7713,3382,2026-07-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.8326,4826,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.8685,415,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.9195,2621,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.8791,4075,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.8491,2874,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.8765,4249,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.8049,2305,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.8126,1410,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.9116,3733,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.9022,4734,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.8926,1399,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.8167,221,2026-05-02T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.9065,292,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.877,2436,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.8699,1113,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.8786,4501,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.8533,550,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7944,2072,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.8679,2025,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.8436,4285,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.785,1860,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.8583,834,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.8207,4897,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.8637,3890,2026-05-08T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7923,635,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.8035,4981,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7832,1060,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.8578,4551,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.8523,2827,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.8028,4190,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.779,3344,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.8517,1616,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.8312,4432,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.8509,960,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.8184,2087,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.8877,2779,2026-05-14T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.8529,4149,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.8252,2920,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.8423,4216,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.8462,4618,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.8593,2014,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7433,3143,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7779,2699,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.8013,3692,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.8391,122,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7981,1105,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.8416,3568,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.8507,867,2026-05-20T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7612,3031,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.789,2694,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7698,2590,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.7943,3471,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.8181,4899,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.8193,3468,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7997,4772,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.8524,1531,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.8109,1075,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.8037,2096,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.8052,3573,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.8032,4041,2026-05-26T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7504,4618,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.7719,926,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7521,3019,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.7859,669,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.7905,200,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.8359,265,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7855,2152,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.8383,2472,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.8518,1346,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7688,1337,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.8167,1151,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.7625,2946,2026-06-01T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7503,2120,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.7862,4687,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7663,2163,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.7726,1171,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.8066,4980,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7599,4034,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7385,3129,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.8182,4745,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.7911,3257,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7465,3459,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.7672,838,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.7483,3416,2026-06-07T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.8023,4703,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.732,3833,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7521,2791,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.7924,303,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.7397,4273,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7298,2051,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7668,3656,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.823,582,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.7401,4358,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7873,435,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.7797,1554,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.7914,2011,2026-06-13T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7193,2822,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.767,1981,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7845,2707,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.7029,555,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.8189,3245,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7403,4320,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7246,1500,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Other,sex,accuracy,0.7319,3204,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Commercial,insurance,accuracy,0.8021,4285,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicare,insurance,accuracy,0.7708,3266,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Medicaid,insurance,accuracy,0.7825,2815,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Self-pay,insurance,accuracy,0.7422,4579,2026-06-19T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,18-30,age_group,accuracy,0.7565,2695,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,31-45,age_group,accuracy,0.7127,725,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,46-60,age_group,accuracy,0.7629,4242,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,61-75,age_group,accuracy,0.7571,4825,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,75+,age_group,accuracy,0.7298,409,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Female,sex,accuracy,0.7695,3914,2026-06-25T16:00:00Z
mlflow://experiment-3/clinical-trial-enrollment-pred,Male,sex,accuracy,0.7718,4429,2026-06-25T16:00:00Z
